,Mkt-RF,SMB,HML,RF
20170227,    0.21,    0.83,   -0.34,    0.00
20170228,   -0.42,   -1.37,    0.14,    0.00
20170301,    1.47,    0.42,    0.77,    0.00
20170302,   -0.69,   -0.52,   -0.90,    0.00
20170303,    0.08,   -0.22,    0.14,    0.00
20170306,   -0.37,   -0.35,   -0.08,    0.00
20170307,   -0.35,   -0.29,   -0.07,    0.00
20170308,   -0.19,   -0.12,   -0.83,    0.00
20170309,    0.05,   -0.47,   -0.23,    0.00
20170310,    0.34,    0.09,   -0.47,    0.00
20170313,    0.13,    0.32,   -0.08,    0.00
20170314,   -0.36,   -0.23,   -0.01,    0.00
20170315,    0.86,    0.71,   -0.46,    0.00
20170316,   -0.07,    0.46,    0.23,    0.00
20170317,   -0.08,    0.64,   -0.34,    0.00
20170320,   -0.25,   -0.11,   -0.71,    0.00
20170321,   -1.49,   -1.33,   -0.71,    0.00
20170322,    0.16,   -0.30,   -0.57,    0.00
20170323,   -0.03,    0.69,    0.49,    0.00
20170324,   -0.05,    0.13,   -0.20,    0.00
20170327,   -0.05,    0.54,   -0.49,    0.00
20170328,    0.73,   -0.14,    0.72,    0.00
20170329,    0.18,    0.38,   -0.09,    0.00
20170330,    0.36,    0.34,    0.92,    0.00
20170331,   -0.16,    0.58,   -0.32,    0.00
20170403,   -0.28,   -1.11,   -0.08,    0.00
20170404,    0.05,   -0.23,    0.31,    0.00
20170405,   -0.44,   -0.79,   -0.30,    0.00
20170406,    0.31,    0.66,    0.48,    0.00
20170407,   -0.08,    0.13,   -0.26,    0.00
20170410,    0.08,    0.10,    0.07,    0.00
20170411,   -0.05,    0.80,    0.23,    0.00
20170412,   -0.49,   -0.84,   -0.54,    0.00
20170413,   -0.75,   -0.25,   -0.81,    0.00
20170417,    0.89,    0.24,    0.24,    0.00
20170418,   -0.25,    0.37,   -0.19,    0.00
20170419,   -0.08,    0.59,   -0.44,    0.00
20170420,    0.83,    0.54,    0.26,    0.00
20170421,   -0.28,    0.11,   -0.15,    0.00
20170424,    1.18,    0.16,    0.50,    0.00
20170425,    0.66,    0.37,   -0.07,    0.00
20170426,    0.04,    0.71,    0.32,    0.00
20170427,    0.05,   -0.13,   -0.97,    0.00
20170428,   -0.30,   -0.70,   -0.60,    0.00
20170501,    0.21,    0.25,   -0.11,    0.00
20170502,    0.03,   -0.46,   -0.23,    0.00
20170503,   -0.19,   -0.55,    0.23,    0.00
20170504,    0.02,   -0.07,   -0.33,    0.00
20170505,    0.46,    0.07,    0.00,    0.00
20170508,   -0.04,   -0.24,    0.25,    0.00
20170509,   -0.05,    0.49,   -0.80,    0.00
20170510,    0.20,    0.19,    0.03,    0.00
20170511,   -0.25,   -0.39,   -0.16,    0.00
20170512,   -0.18,   -0.30,   -0.61,    0.00
20170515,    0.53,    0.25,    0.20,    0.00
20170516,   -0.03,    0.14,   -0.09,    0.00
20170517,   -1.97,   -0.86,   -0.60,    0.00
20170518,    0.40,    0.05,   -0.38,    0.00
20170519,    0.70,   -0.37,    0.40,    0.00
20170522,    0.56,    0.28,   -0.30,    0.00
20170523,    0.18,   -0.10,    0.64,    0.00
20170524,    0.24,   -0.13,   -0.46,    0.00
20170525,    0.42,   -0.28,   -0.74,    0.00
20170526,    0.06,   -0.03,    0.10,    0.00
20170530,   -0.19,   -0.50,   -0.35,    0.00
20170531,   -0.02,    0.04,   -0.53,    0.00
20170601,    0.94,    1.00,    0.04,    0.00
20170602,    0.35,    0.57,   -0.76,    0.00
20170605,   -0.17,   -0.46,   -0.04,    0.00
20170606,   -0.28,    0.09,   -0.03,    0.00
20170607,    0.15,   -0.17,   -0.04,    0.00
20170608,    0.18,    1.14,    0.93,    0.00
20170609,   -0.12,    0.04,    2.44,    0.00
20170612,   -0.12,   -0.25,    0.34,    0.00
20170613,    0.55,    0.08,   -0.14,    0.00
20170614,   -0.17,   -0.47,   -0.52,    0.00
20170615,   -0.30,   -0.24,   -0.11,    0.00
20170616,   -0.04,   -0.21,   -0.19,    0.00
20170619,    0.86,    0.10,   -0.73,    0.00
20170620,   -0.73,   -0.40,   -0.48,    0.00
20170621,   -0.07,   -0.06,   -1.67,    0.00
20170622,    0.02,    0.51,   -0.41,    0.00
20170623,    0.24,    0.83,   -0.48,    0.00
20170626,    0.04,   -0.03,    0.70,    0.00
20170627,   -0.85,   -0.39,    1.34,    0.00
20170628,    1.01,    0.75,    0.21,    0.00
20170629,   -0.83,   -0.13,    1.37,    0.00
20170630,    0.14,   -0.09,   -0.30,    0.00
20170703,    0.23,    0.36,    1.21,    0.00
20170705,    0.12,   -0.68,   -0.58,    0.00
20170706,   -0.95,   -0.50,    0.12,    0.00
20170707,    0.69,    0.41,   -0.41,    0.00
20170710,    0.05,   -0.44,   -0.07,    0.00
20170711,    0.00,    0.36,   -0.55,    0.00
20170712,    0.72,    0.12,   -0.52,    0.00
20170713,    0.17,   -0.08,    0.39,    0.00
20170714,    0.42,   -0.13,   -0.52,    0.00
20170717,    0.00,    0.21,    0.10,    0.00
20170718,    0.04,   -0.29,   -0.30,    0.00
20170719,    0.59,    0.52,    0.03,    0.00
20170720,   -0.01,    0.06,   -0.05,    0.00
20170721,   -0.08,   -0.41,   -0.24,    0.00
20170724,   -0.03,    0.10,   -0.18,    0.00
20170725,    0.38,    0.36,    0.96,    0.00
20170726,   -0.06,   -0.35,   -0.76,    0.00
20170727,   -0.14,   -0.63,    0.44,    0.00
20170728,   -0.17,   -0.03,    0.27,    0.00
20170731,   -0.11,   -0.35,    0.46,    0.00
20170801,    0.24,   -0.19,    0.14,    0.00
20170802,   -0.08,   -1.17,    0.15,    0.00
20170803,   -0.21,   -0.34,   -0.33,    0.00
20170804,    0.25,    0.32,    0.40,    0.00
20170807,    0.16,   -0.10,   -0.58,    0.00
20170808,   -0.23,   -0.07,    0.23,    0.00
20170809,   -0.14,   -0.78,   -0.08,    0.00
20170810,   -1.49,   -0.30,    0.26,    0.00
20170811,    0.19,    0.24,   -0.87,    0.00
20170814,    1.03,    0.29,    0.12,    0.00
20170815,   -0.11,   -0.86,   -0.03,    0.00
20170816,    0.18,   -0.13,   -0.44,    0.00
20170817,   -1.60,   -0.17,   -0.17,    0.00
20170818,   -0.15,    0.12,    0.24,    0.00
20170821,    0.06,   -0.24,   -0.22,    0.00
20170822,    1.07,   -0.02,   -0.24,    0.00
20170823,   -0.32,    0.09,    0.41,    0.00
20170824,   -0.15,    0.59,    0.16,    0.00
20170825,    0.18,    0.12,    0.56,    0.00
20170828,    0.08,    0.34,   -0.74,    0.00
20170829,    0.10,    0.13,   -0.38,    0.00
20170830,    0.53,    0.00,   -0.32,    0.00
20170831,    0.62,    0.49,   -0.43,    0.00
20170901,    0.28,    0.41,    0.40,    0.00
20170905,   -0.80,    0.07,   -0.99,    0.00
20170906,    0.28,   -0.06,    0.12,    0.00
20170907,   -0.07,    0.14,   -0.91,    0.00
20170908,   -0.17,    0.03,    0.38,    0.00
20170911,    1.07,   -0.11,    0.64,    0.00
20170912,    0.42,    0.24,    0.72,    0.00
20170913,    0.10,    0.27,    0.32,    0.00
20170914,   -0.13,   -0.03,   -0.06,    0.00
20170915,    0.19,    0.29,    0.14,    0.00
20170918,    0.24,    0.39,    0.21,    0.00
20170919,    0.15,   -0.29,    0.40,    0.00
20170920,    0.15,    0.22,    0.49,    0.00
20170921,   -0.28,    0.10,    0.37,    0.00
20170922,    0.13,    0.44,    0.12,    0.00
20170925,   -0.26,    0.31,    0.59,    0.00
20170926,    0.06,    0.40,    0.17,    0.00
20170927,    0.63,    1.39,    0.23,    0.00
20170928,    0.13,    0.18,   -0.05,    0.00
20170929,    0.35,   -0.14,   -0.26,    0.00
20171002,    0.50,    0.85,    0.13,    0.00
20171003,    0.26,   -0.04,   -0.05,    0.00
20171004,    0.05,   -0.27,   -0.45,    0.00
20171005,    0.55,   -0.33,    0.39,    0.00
20171006,   -0.08,   -0.06,   -0.25,    0.00
20171009,   -0.23,   -0.28,    0.00,    0.00
20171010,    0.24,   -0.01,    0.43,    0.00
20171011,    0.16,   -0.19,   -0.19,    0.00
20171012,   -0.18,    0.04,   -0.52,    0.00
20171013,    0.04,   -0.22,    0.12,    0.00
20171016,    0.17,   -0.27,    0.36,    0.00
20171017,    0.01,   -0.34,   -0.31,    0.00
20171018,    0.14,    0.29,    0.23,    0.00
20171019,    0.02,   -0.39,    0.16,    0.00
20171020,    0.57,   -0.09,    0.27,    0.00
20171023,   -0.45,   -0.44,    0.17,    0.00
20171024,    0.20,   -0.19,    0.49,    0.00
20171025,   -0.50,    0.02,    0.15,    0.00
20171026,    0.20,    0.04,    0.28,    0.00
20171027,    0.82,   -0.03,   -0.98,    0.00
20171030,   -0.46,   -0.81,   -0.05,    0.00
20171031,    0.23,    0.84,   -0.25,    0.00
20171101,    0.05,   -0.79,    0.08,    0.00
20171102,    0.06,   -0.01,    0.51,    0.00
20171103,    0.30,   -0.44,   -0.72,    0.00
20171106,    0.06,    0.23,    0.19,    0.00
20171107,   -0.20,   -1.36,   -0.40,    0.00
20171108,    0.12,    0.04,   -0.60,    0.00
20171109,   -0.41,   -0.04,    0.22,    0.00
20171110,    0.01,    0.06,   -0.43,    0.00
20171113,    0.09,   -0.30,    0.09,    0.00
20171114,   -0.22,   -0.12,    0.00,    0.00
20171115,   -0.52,   -0.04,    0.23,    0.00
20171116,    1.01,    0.86,   -0.53,    0.00
20171117,   -0.14,    0.74,    0.27,    0.00
20171120,    0.21,    0.56,    0.03,    0.00
20171121,    0.67,    0.41,   -0.33,    0.00
20171122,   -0.05,    0.11,   -0.08,    0.00
20171124,    0.21,    0.02,   -0.43,    0.00
20171127,   -0.06,   -0.37,    0.01,    0.00
20171128,    1.06,    0.39,    0.86,    0.00
20171129,    0.02,    0.07,    1.48,    0.00
20171130,    0.82,   -0.56,   -0.52,    0.00
20171201,   -0.22,   -0.36,    0.38,    0.00
20171204,   -0.11,   -0.34,    1.22,    0.00
20171205,   -0.42,   -0.46,   -0.22,    0.00
20171206,   -0.09,   -0.46,   -0.52,    0.00
20171207,    0.42,    0.26,   -0.20,    0.00
20171208,    0.51,   -0.46,   -0.13,    0.00
20171211,    0.27,   -0.43,   -0.18,    0.00
20171212,    0.07,   -0.52,    0.50,    0.00
20171213,    0.02,    0.72,   -0.89,    0.00
20171214,   -0.47,   -0.70,   -0.22,    0.00
20171215,    0.92,    0.68,    0.04,    0.00
20171218,    0.66,    0.75,    0.27,    0.00
20171219,   -0.30,   -0.36,   -0.24,    0.00
20171220,    0.01,    0.35,    0.06,    0.00
20171221,    0.24,    0.27,    0.63,    0.00
20171222,   -0.07,   -0.21,   -0.21,    0.00
20171226,   -0.07,    0.33,   -0.07,    0.00
20171227,    0.05,   -0.13,   -0.20,    0.00
20171228,    0.22,    0.12,    0.05,    0.00
20171229,   -0.57,   -0.31,    0.01,    0.00
20180102,    0.85,    0.35,   -0.21,    0.01
20180103,    0.59,   -0.39,   -0.19,    0.01
20180104,    0.42,   -0.26,    0.24,    0.01
20180105,    0.66,   -0.35,   -0.25,    0.01
20180108,    0.19,   -0.15,    0.04,    0.01
20180109,    0.15,   -0.35,   -0.04,    0.01
20180110,   -0.07,    0.06,    0.57,    0.01
20180111,    0.86,    1.14,    0.30,    0.01
20180112,    0.66,   -0.32,    0.16,    0.01
20180116,   -0.49,   -1.02,    0.01,    0.01
20180117,    0.95,   -0.03,   -0.09,    0.01
20180118,   -0.18,   -0.50,   -0.25,    0.01
20180119,    0.57,    0.94,   -0.05,    0.01
20180122,    0.77,   -0.34,   -0.16,    0.01
20180123,    0.22,    0.14,   -0.36,    0.01
20180124,   -0.13,   -0.84,    0.44,    0.01
20180125,    0.07,    0.14,   -0.54,    0.01
20180126,    1.11,   -0.60,   -0.51,    0.01
20180129,   -0.62,   -0.03,   -0.28,    0.01
20180130,   -1.06,    0.14,   -0.21,    0.01
20180131,   -0.07,   -0.74,    0.11,    0.01
20180201,    0.03,    0.08,    0.53,    0.01
20180202,   -2.13,    0.04,   -0.29,    0.01
20180205,   -4.03,    0.79,   -0.59,    0.01
20180206,    1.67,   -0.52,   -0.19,    0.01
20180207,   -0.38,    0.53,    0.21,    0.01
20180208,   -3.67,    0.81,    0.52,    0.01
20180209,    1.37,   -0.59,    0.15,    0.01
20180212,    1.36,   -0.46,   -0.30,    0.01
20180213,    0.31,    0.08,   -0.24,    0.01
20180214,    1.52,    0.26,    0.48,    0.01
20180215,    1.22,   -0.14,   -0.63,    0.01
20180216,    0.03,    0.35,    0.15,    0.01
20180220,   -0.62,   -0.36,   -0.24,    0.01
20180221,   -0.44,    0.79,    0.23,    0.01
20180222,    0.01,    0.05,   -0.41,    0.01
20180223,    1.54,   -0.38,   -0.14,    0.01
20180226,    1.12,   -0.50,   -0.06,    0.01
20180227,   -1.25,   -0.19,    0.03,    0.01
20180228,   -1.11,   -0.42,   -0.31,    0.01
20180301,   -1.19,    1.00,   -0.03,    0.01
20180302,    0.70,    1.18,   -0.48,    0.01
20180305,    1.07,   -0.39,    0.22,    0.01
20180306,    0.36,    0.68,    0.13,    0.01
20180307,    0.05,    0.78,   -0.44,    0.01
20180308,    0.37,   -0.49,   -0.35,    0.01
20180309,    1.71,   -0.25,    0.27,    0.01
20180312,   -0.09,    0.47,   -0.08,    0.01
20180313,   -0.67,    0.08,    0.03,    0.01
20180314,   -0.53,    0.23,   -0.57,    0.01
20180315,   -0.17,   -0.39,    0.31,    0.01
20180316,    0.25,    0.46,    0.17,    0.01
20180319,   -1.37,    0.35,    0.41,    0.01
20180320,    0.14,   -0.07,   -0.36,    0.01
20180321,   -0.07,    0.74,    0.44,    0.01
20180322,   -2.54,    0.51,   -0.49,    0.01
20180323,   -2.10,    0.21,   -0.23,    0.01
20180326,    2.67,   -0.68,    0.03,    0.01
20180327,   -1.87,   -0.21,    0.37,    0.01
20180328,   -0.35,    0.13,    0.64,    0.01
20180329,    1.41,   -0.31,   -0.22,    0.01
20180402,   -2.30,   -0.13,    0.38,    0.01
20180403,    1.25,   -0.04,    0.18,    0.01
20180404,    1.17,    0.33,   -0.32,    0.01
20180405,    0.75,    0.02,    0.46,    0.01
20180406,   -2.19,    0.40,   -0.06,    0.01
20180409,    0.30,   -0.15,   -0.51,    0.01
20180410,    1.77,    0.40,   -0.12,    0.01
20180411,   -0.49,    0.92,   -0.30,    0.01
20180412,    0.84,   -0.23,    0.19,    0.01
20180413,   -0.37,    0.03,   -0.25,    0.01
20180416,    0.82,    0.07,   -0.02,    0.01
20180417,    1.09,    0.16,   -1.18,    0.01
20180418,    0.13,    0.21,    0.02,    0.01
20180419,   -0.49,   -0.47,    1.08,    0.01
20180420,   -0.81,    0.06,    0.58,    0.01
20180423,   -0.05,   -0.08,    0.19,    0.01
20180424,   -1.30,    0.53,    1.02,    0.01
20180425,    0.11,   -0.34,    0.06,    0.01
20180426,    0.95,   -0.39,   -0.85,    0.01
20180427,    0.01,   -0.26,    0.04,    0.01
20180430,   -0.81,    0.03,   -0.09,    0.01
20180501,    0.25,    0.23,   -0.53,    0.01
20180502,   -0.62,    1.29,   -0.35,    0.01
20180503,   -0.25,   -0.52,   -0.15,    0.01
20180504,    1.30,    0.02,   -0.20,    0.01
20180507,    0.41,    0.42,   -0.33,    0.01
20180508,    0.07,    0.49,    0.23,    0.01
20180509,    0.90,   -0.22,    0.25,    0.01
20180510,    0.85,   -0.43,   -0.04,    0.01
20180511,    0.19,    0.12,   -0.38,    0.01
20180514,    0.05,   -0.36,    0.11,    0.01
20180515,   -0.55,    0.67,    0.40,    0.01
20180516,    0.50,    0.70,   -0.25,    0.01
20180517,    0.01,    0.90,    0.29,    0.01
20180518,   -0.23,    0.57,   -0.62,    0.01
20180521,    0.72,   -0.19,    0.44,    0.01
20180522,   -0.42,   -0.76,    0.61,    0.01
20180523,    0.29,    0.05,   -0.69,    0.01
20180524,   -0.16,    0.37,   -0.35,    0.01
20180525,   -0.22,    0.25,   -0.39,    0.01
20180529,   -1.03,    1.32,   -1.02,    0.01
20180530,    1.31,    0.04,    0.36,    0.01
20180531,   -0.70,    0.07,   -0.43,    0.01
20180601,    1.06,   -0.23,   -0.10,    0.01
20180604,    0.48,    0.17,   -0.45,    0.01
20180605,    0.16,    0.82,   -0.44,    0.01
20180606,    0.86,   -0.33,    0.21,    0.01
20180607,   -0.14,   -0.30,    0.93,    0.01
20180608,    0.31,    0.08,   -0.40,    0.01
20180611,    0.12,    0.18,   -0.16,    0.01
20180612,    0.23,    0.23,   -0.63,    0.01
20180613,   -0.33,    0.08,   -0.20,    0.01
20180614,    0.28,    0.32,   -1.01,    0.01
20180615,   -0.07,    0.04,   -0.25,    0.01
20180618,   -0.09,    0.72,    0.08,    0.01
20180619,   -0.38,    0.57,   -0.14,    0.01
20180620,    0.23,    0.73,   -0.51,    0.01
20180621,   -0.73,   -0.63,    0.33,    0.01
20180622,    0.11,    0.00,    0.46,    0.01
20180625,   -1.48,   -0.54,    0.57,    0.01
20180626,    0.27,    0.63,   -0.24,    0.01
20180627,   -1.02,   -0.99,    0.36,    0.01
20180628,    0.58,   -0.18,   -0.51,    0.01
20180629,    0.06,   -0.20,   -0.24,    0.01
20180702,    0.36,    0.44,   -0.25,    0.01
20180703,   -0.44,    0.81,   -0.02,    0.01
20180705,    0.87,    0.44,   -0.43,    0.01
20180706,    0.88,    0.05,   -0.30,    0.01
20180709,    0.93,   -0.41,    0.86,    0.01
20180710,    0.21,   -0.78,   -0.16,    0.01
20180711,   -0.70,   -0.02,   -0.46,    0.01
20180712,    0.85,   -0.34,   -1.16,    0.01
20180713,    0.08,   -0.13,   -0.29,    0.01
20180716,   -0.16,   -0.77,    0.97,    0.01
20180717,    0.48,    0.26,   -0.74,    0.01
20180718,    0.26,   -0.27,    0.68,    0.01
20180719,   -0.34,    0.96,   -0.36,    0.01
20180720,   -0.10,   -0.18,    0.11,    0.01
20180723,    0.16,   -0.29,    0.54,    0.01
20180724,    0.22,   -1.36,    0.39,    0.01
20180725,    0.83,   -0.43,   -1.06,    0.01
20180726,   -0.21,    0.64,    0.58,    0.01
20180727,   -0.82,   -1.38,    1.06,    0.01
20180730,   -0.70,   -0.22,    1.59,    0.01
20180731,    0.51,    0.84,   -1.10,    0.01
20180801,   -0.13,    0.06,   -0.22,    0.01
20180802,    0.67,    0.33,   -0.65,    0.01
20180803,    0.31,   -1.07,    0.51,    0.01
20180806,    0.46,    0.26,   -0.33,    0.01
20180807,    0.29,    0.03,   -0.15,    0.01
20180808,   -0.04,   -0.13,    0.26,    0.01
20180809,   -0.05,    0.37,   -0.35,    0.01
20180810,   -0.60,    0.40,   -0.21,    0.01
20180813,   -0.46,   -0.14,   -0.29,    0.01
20180814,    0.69,    0.30,    0.22,    0.01
20180815,   -0.91,   -0.53,   -0.14,    0.01
20180816,    0.86,   -0.07,    0.26,    0.01
20180817,    0.30,    0.09,    0.01,    0.01
20180820,    0.25,    0.12,    0.14,    0.01
20180821,    0.33,    0.90,    0.14,    0.01
20180822,    0.05,    0.37,   -0.35,    0.01
20180823,   -0.19,   -0.05,   -0.33,    0.01
20180824,    0.62,   -0.02,   -0.58,    0.01
20180827,    0.74,   -0.68,   -0.15,    0.01
20180828,   -0.01,   -0.11,   -0.23,    0.01
20180829,    0.56,   -0.04,   -0.57,    0.01
20180830,   -0.41,    0.29,   -0.42,    0.01
20180831,    0.08,    0.50,   -0.38,    0.01
20180904,   -0.11,   -0.37,    0.01,    0.01
20180905,   -0.41,   -0.18,    0.67,    0.01
20180906,   -0.44,   -0.34,   -0.25,    0.01
20180907,   -0.18,    0.11,   -0.22,    0.01
20180910,    0.23,    0.12,   -0.36,    0.01
20180911,    0.37,   -0.30,   -0.24,    0.01
20180912,    0.03,   -0.06,   -0.23,    0.01
20180913,    0.45,   -0.44,   -0.39,    0.01
20180914,    0.12,    0.27,    0.25,    0.01
20180917,   -0.72,   -0.46,    0.85,    0.01
20180918,    0.57,    0.05,   -0.48,    0.01
20180919,    0.05,   -0.67,    1.28,    0.01
20180920,    0.77,    0.31,   -0.23,    0.01
20180921,   -0.13,   -0.42,    0.31,    0.01
20180924,   -0.31,    0.05,   -0.89,    0.01
20180925,   -0.05,    0.27,   -0.38,    0.01
20180926,   -0.40,   -0.38,   -0.62,    0.01
20180927,    0.27,   -0.27,   -0.54,    0.01
20180928,   -0.03,    0.40,   -0.19,    0.01
20181001,    0.16,   -1.63,    0.36,    0.01
20181002,   -0.21,   -0.98,    0.57,    0.01
20181003,    0.20,    0.85,    0.50,    0.01
20181004,   -0.93,   -1.06,    1.58,    0.01
20181005,   -0.64,   -0.42,    0.37,    0.01
20181008,   -0.18,   -0.41,    1.24,    0.01
20181009,   -0.18,   -0.29,    0.28,    0.01
20181010,   -3.33,    0.29,    1.09,    0.01
20181011,   -1.96,    0.46,   -0.92,    0.01
20181012,    1.39,   -0.87,   -1.75,    0.01
20181015,   -0.48,    0.91,    0.52,    0.01
20181016,    2.25,    0.69,   -1.45,    0.01
20181017,   -0.09,   -0.67,    0.23,    0.01
20181018,   -1.54,   -0.54,    0.42,    0.01
20181019,   -0.24,   -1.33,    0.70,    0.01
20181022,   -0.38,    0.48,   -1.26,    0.01
20181023,   -0.62,   -0.09,   -0.42,    0.01
20181024,   -3.33,   -0.93,    0.76,    0.01
20181025,    1.93,    0.42,   -0.60,    0.01
20181026,   -1.65,    0.57,    0.35,    0.01
20181029,   -0.76,   -0.32,    1.61,    0.01
20181030,    1.66,    0.42,    0.09,    0.01
20181031,    1.21,   -0.65,   -0.74,    0.01
20181101,    1.29,    1.34,   -1.12,    0.01
20181102,   -0.53,    0.80,    0.67,    0.01
20181105,    0.40,   -1.02,    1.57,    0.01
20181106,    0.57,   -0.16,    0.02,    0.01
20181107,    2.12,   -0.33,   -1.05,    0.01
20181108,   -0.28,   -0.25,    0.25,    0.01
20181109,   -1.04,   -0.86,    0.41,    0.01
20181112,   -2.06,    0.02,    0.84,    0.01
20181113,   -0.13,   -0.11,    0.16,    0.01
20181114,   -0.78,    0.02,   -0.27,    0.01
20181115,    1.18,    0.35,   -0.39,    0.01
20181116,    0.15,    0.02,   -0.06,    0.01
20181119,   -1.88,   -0.74,    2.32,    0.01
20181120,   -1.85,    0.15,   -0.54,    0.01
20181121,    0.51,    0.99,   -0.33,    0.01
20181123,   -0.55,    0.83,   -0.61,    0.01
20181126,    1.62,   -0.66,   -0.20,    0.01
20181127,    0.11,   -1.08,    0.25,    0.01
20181128,    2.42,    0.44,   -1.16,    0.01
20181129,   -0.22,   -0.10,   -0.09,    0.01
20181130,    0.79,   -0.32,   -0.44,    0.01
20181203,    1.13,   -0.05,   -0.78,    0.01
20181204,   -3.46,   -0.96,   -0.22,    0.01
20181206,   -0.16,    0.13,   -1.06,    0.01
20181207,   -2.36,    0.20,    1.33,    0.01
20181210,    0.10,   -0.11,   -1.64,    0.01
20181211,   -0.08,   -0.05,   -0.42,    0.01
